Tipo;Descripcion;Habitaciones;Baños;Área;Barrio;UPZ;Valor
Apartamento;Apartamento en venta en Barrios Unidos;3;4;346;Barrios Unidos;Los Andes;3627099904
Apartamento;Apartamento en venta en Barrios Unidos;2;1;51;Barrios Unidos;Los Andes;98000000
Apartamento;Apartamento en venta en Quinta Camacho;3;3;162;Quinta Camacho;CHAPINERO: Chicó Lago + El Refugio;1450000000
Casa;Casa en venta en Engativa;4;2;80;Engativa;Engativá;260000000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;132;Barrios Unidos;Los Andes;264710000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;81;Barrios Unidos;Los Andes;262000000
Casa;Casa en venta en Suba;3;3;74;Suba;Suba;320000000
Apartamento;Apartamento en venta en Barrios Unidos;2;1;36;Barrios Unidos;Los Andes;229000000
Apartamento;Apartamento en venta en Barrios Unidos;2;2;67;Barrios Unidos;Los Andes;360000000
Apartamento;Apartamento en venta en Barrios Unidos;2;2;58;Barrios Unidos;Los Andes;285500000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;60;Barrios Unidos;Los Andes;252000000
Apartamento;Apartamento en venta en Barrios Unidos;3;3;82;Barrios Unidos;Los Andes;252000000
Finca;Finca en venta en Barrios Unidos;6;6;1596;Barrios Unidos;Los Andes;939275008
Apartamento;Apartamento en venta en Barrios Unidos;1;1;53;Barrios Unidos;Los Andes;435000000
Apartamento;Apartamento en venta en Kennedy;3;2;61;Kennedy;Kennedy Central;240000000
Apartamento;Apartamento en venta en Fontibón;1;2;44;Fontibón;Fontibón;260000000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;52;Barrios Unidos;Los Andes;125000000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;54;Barrios Unidos;Los Andes;230000000
Apartamento;Apartamento en venta en Barrios Unidos;3;1;47;Barrios Unidos;Los Andes;102000000
Casa;Casa en venta en Barrios Unidos;3;2;102;Barrios Unidos;Los Andes;550000000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;84;Barrios Unidos;Los Andes;265700000
Apartamento;Apartamento en venta en Barrios Unidos;2;2;74;Barrios Unidos;Los Andes;474000000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;61;Barrios Unidos;Los Andes;215000000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;64;Barrios Unidos;Los Andes;176000000
Apartamento;Apartamento en venta en Barrios Unidos;2;1;44;Barrios Unidos;Los Andes;144000000
Apartamento;Apartamento en venta en Barrios Unidos;3;1;45;Barrios Unidos;Los Andes;170000000
Casa;Casa en venta en Suba;3;2;117;Suba;Suba;500000000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;61;Barrios Unidos;Los Andes;215000000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;64;Barrios Unidos;Los Andes;176000000
Apartamento;Apartamento en venta en Barrios Unidos;2;1;44;Barrios Unidos;Los Andes;144000000
Apartamento;Apartamento en venta en Barrios Unidos;3;1;45;Barrios Unidos;Los Andes;170000000
Casa;Casa en venta en Suba;3;2;117;Suba;Suba;500000000
Apartamento;Apartamento en venta en Barrios Unidos;2;2;60;Barrios Unidos;Los Andes;232000000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;101;Barrios Unidos;Los Andes;420500000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;93;Barrios Unidos;Los Andes;409500000
Casa;Casa en venta en Engativa;4;3;147;Engativa;Engativá;480000000
Apartamento;Apartamento en venta en Chapinero;3;2;76;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;315000000
Casa;Casa en venta en Niza;3;3;228;Niza;Niza;990000000
Apartamento;Apartamento en venta en Chico Norte;2;3;81;Chico Norte;CHAPINERO: Chicó Lago + El Refugio;670000000
Apartamento;Apartamento en venta en Chico Norte;2;3;109;Chico Norte;CHAPINERO: Chicó Lago + El Refugio;975000000
Apartamento;Apartamento en venta en Los Rosales;1;2;90;Los Rosales;CHAPINERO: Chicó Lago + El Refugio;1600000000
Apartamento;Apartamento en venta en Chapinero;3;4;205;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;1450000000
Apartamento;Apartamento en venta en Chico Norte;1;1;58;Chico Norte;CHAPINERO: Chicó Lago + El Refugio;633710000
Apartamento;Apartamento en venta en Los Rosales;3;4;250;Los Rosales;CHAPINERO: Chicó Lago + El Refugio;1900000000
Apartamento;Apartamento en venta en Chico Norte;1;1;68;Chico Norte;CHAPINERO: Chicó Lago + El Refugio;743710000
Apartamento;Apartamento en venta en Chico Norte;1;1;58;Chico Norte;CHAPINERO: Chicó Lago + El Refugio;633710000
Casa;Casa en venta en Chapinero Alto;11;4;526;Chapinero Alto;CHAPINERO: Pardo Rubio + Chapinero;2400000000
Apartamento;Apartamento en venta en Chico Reservado;2;3;192;Chico Reservado;CHAPINERO: Chicó Lago + El Refugio;1550000000
Apartamento;Apartamento en venta en Los Rosales;3;5;381;Los Rosales;CHAPINERO: Chicó Lago + El Refugio;8358000000
Apartamento;Apartamento en venta en Chico Norte;1;1;68;Chico Norte;CHAPINERO: Chicó Lago + El Refugio;743710000
Apartamento;Apartamento en venta en Chico Norte;1;1;76;Chico Norte;CHAPINERO: Chicó Lago + El Refugio;834460000
Apartamento;Apartamento en venta en Suba;2;1;45;Suba;Suba;160000000
Apartamento;Apartamento en venta en La Candelaria;1;1;33;La Candelaria;La Candelaria;270000000
Apartamento;Apartamento en venta en Nicolas De Federman;3;3;106;Nicolas De Federman;Teusaquillo;570000000
Apartamento;Apartamento en venta en Usaquén;2;1;47;Usaquén;Usaquén;170000000
Apartamento;Apartamento en venta en Los Rosales;2;2;103;Los Rosales;CHAPINERO: Chicó Lago + El Refugio;990000000
Casa;Casa en venta en Engativa;12;5;288;Engativa;Engativá;398000000
Apartamento;Apartamento en venta en Chico Norte;1;2;60;Chico Norte;CHAPINERO: Chicó Lago + El Refugio;535000000
Apartamento;Apartamento en venta en Chico Norte;1;2;56;Chico Norte;CHAPINERO: Chicó Lago + El Refugio;500000000
Apartamento;Apartamento en venta en Kennedy;3;2;62;Kennedy;Kennedy Central;240000000
Apartamento;Apartamento en venta en Chico Reservado;3;4;184;Chico Reservado;CHAPINERO: Chicó Lago + El Refugio;1200000000
Casa;Casa en venta en Castilla;4;2;65;Castilla;KENNEDY: Castilla + Bavaria;310000000
Apartamento;Apartamento en venta en Mirandela ;3;3;120;Mirandela ;SUBA: La Academia + Guaymaral + San José de Bavaria;350000000
Casa;Casa en venta en Zona Noroccidental;4;3;130;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;320000000
Apartamento;Apartamento en venta en Los Rosales;2;3;122;Los Rosales;CHAPINERO: Chicó Lago + El Refugio;1450000000
Casa;Casa en venta en Chapinero Alto;6;6;455;Chapinero Alto;CHAPINERO: Pardo Rubio + Chapinero;2200000000
Apartamento;Apartamento en venta en Gran Granada;3;2;60;Gran Granada;Garcés Navas;242000000
Casa;Casa en venta en Usaquén;4;2;72;Usaquén;Usaquén;350000000
Casa;Casa en venta en Zona Noroccidental;4;3;98;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;400000000
Apartamento;Apartamento en venta en Usaquén;2;2;75;Usaquén;Usaquén;185000000
Apartamento;Apartamento en venta en Suba;3;3;96;Suba;Suba;485000000
Apartamento;Apartamento en venta en Cedritos;3;3;105;Cedritos;Usaquén;494000000
Apartamento;Apartamento en venta en Suba;1;1;43;Suba;Suba;270000000
Apartamento;Apartamento en venta en La Calleja;3;4;220;La Calleja;USAQUÉN: Country Club + Santa Bárbara;1200000000
Apartamento;Apartamento en venta en Usaquén;3;3;138;Usaquén;Usaquén;980000000
Apartamento;Apartamento en venta en Suba;4;5;346;Suba;Suba;1350000000
Apartamento;Apartamento en venta en Suba;3;3;121;Suba;Suba;850000000
Apartamento;Apartamento en venta en Teusaquillo;1;1;42;Teusaquillo;Teusaquillo;256000000
Apartamento;Apartamento en venta en Cedritos;1;2;55;Cedritos;Usaquén;340000000
Apartamento;Apartamento en venta en Cedritos;2;2;76;Cedritos;Usaquén;385000000
Casa;Casa en venta en La Candelaria;6;6;540;La Candelaria;La Candelaria;2900000000
Oficina/Consultorio;Oficina/Consultorio en venta en Zona Noroccidental;5;4;300;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;970000000
Casa;Casa en venta en Zona Noroccidental;4;5;260;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;1350000000
Apartamento;Apartamento en venta en Cedritos;1;1;65;Cedritos;Usaquén;240000000
Edificio;Edificio en venta en Las Nieves;15;6;1800;Las Nieves;SANTA FE: Las Nieves + Sagrado Corazón;7000000000
Casa;Casa en venta en Zona Noroccidental;4;6;583;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;2650000000
Apartamento;Apartamento en venta en Los Rosales;3;3;145;Los Rosales;CHAPINERO: Chicó Lago + El Refugio;1100000000
Casa;Casa en venta en Zona Noroccidental;4;5;500;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;2700000000
Casa;Casa en venta en Zona Noroccidental;4;7;324;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;2500000000
Apartamento;Apartamento en venta en Fontibón;3;4;160;Fontibón;Fontibón;1200000000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;64;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;230000000
Casa;Casa en venta en Engativa;4;2;150;Engativa;Engativá;540000000
Casa;Casa en venta en Fontibón;3;3;133;Fontibón;Fontibón;710000000
Casa;Casa en venta en Fontibón;5;3;133;Fontibón;Fontibón;610000000
Apartamento;Apartamento en venta en Fontibón;3;1;50;Fontibón;Fontibón;170000000
Casa;Casa en venta en Zona Noroccidental;5;4;170;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;1700000000
Apartamento;Apartamento en venta en Usaquén;3;2;63;Usaquén;Usaquén;240000000
Apartamento;Apartamento en venta en Suba;3;4;220;Suba;Suba;1299000000
Casa;Casa en venta en Usaquén;3;3;277;Usaquén;Usaquén;900000000
Apartamento;Apartamento en venta en Chico Reservado;2;2;108;Chico Reservado;CHAPINERO: Chicó Lago + El Refugio;780000000
Apartamento;Apartamento en venta en Chapinero;3;4;259;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;2500000000
Casa;Casa en venta en Engativa;3;3;236;Engativa;Engativá;750000000
Apartamento;Apartamento en venta en Chico Norte;2;2;61;Chico Norte;CHAPINERO: Chicó Lago + El Refugio;495000000
Casa;Casa en venta en Cedritos;3;3;158;Cedritos;Usaquén;650000000
Apartamento;Apartamento en venta en Castilla;3;2;76;Castilla;KENNEDY: Castilla + Bavaria;385000000
Apartamento;Apartamento en venta en Zona Noroccidental;3;4;360;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;1400000000
Apartamento;Apartamento en venta en Chapinero;3;4;247;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;1820000000
Apartamento;Apartamento en venta en Santa Barbara;3;3;118;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;460000000
Apartamento;Apartamento en venta en Chapinero Alto;1;2;86;Chapinero Alto;CHAPINERO: Pardo Rubio + Chapinero;650000000
Apartamento;Apartamento en venta en Chico Navarra;3;5;192;Chico Navarra;USAQUÉN: Country Club + Santa Bárbara;1250000000
Apartamento;Apartamento en venta en Teusaquillo;4;3;122;Teusaquillo;Teusaquillo;390000000
Apartamento;Apartamento en venta en Santa Barbara;1;2;60;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;480000000
Edificio;Edificio en venta en Restrepo;13;6;600;Restrepo;Restrepo;1300000000
Apartamento;Apartamento en venta en Chico Norte Ii;3;2;133;Chico Norte Ii;CHAPINERO: Chicó Lago + El Refugio;550000000
Apartamento;Apartamento en venta en Hayuelos;3;2;54;Hayuelos;Modelia;280000000
Casa;Casa en venta en Santa Barbara;4;4;220;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;1250000000
Apartamento;Apartamento en venta en Rafael Uribe Uribe;3;1;50;Rafael Uribe Uribe;Los Alcázares;140000000
Apartamento;Apartamento en venta en Chapinero Central;1;1;35;Chapinero Central;Localidad Chapinero resto;230000000
Apartamento;Apartamento en venta en Chico Norte;2;3;98;Chico Norte;CHAPINERO: Chicó Lago + El Refugio;650000000
Apartamento;Apartamento en venta en Chico Reservado;3;4;140;Chico Reservado;CHAPINERO: Chicó Lago + El Refugio;790000000
Apartamento;Apartamento en venta en Cedritos;3;2;77;Cedritos;Usaquén;350000000
Casa;Casa en venta en Bosque Popular;8;6;354;Bosque Popular;Las Ferias;880000000
Casa;Casa en venta en Modelia;7;6;287;Modelia;Fontibón;750000000
Apartamento;Apartamento en venta en Cedritos;3;2;66;Cedritos;Usaquén;318000000
Lote;Lote en venta en Usaquén;4;2;218;Usaquén;Usaquén;1100000000
Apartamento;Apartamento en venta en Los Rosales;3;3;105;Los Rosales;CHAPINERO: Chicó Lago + El Refugio;750000000
Casa;Casa en venta en Pontevedra ;4;3;267;Pontevedra ;La Floresta;1100000000
Apartamento;Apartamento en venta en Chico Reservado;2;2;77;Chico Reservado;CHAPINERO: Chicó Lago + El Refugio;850000000
Apartamento;Apartamento en venta en Chico Reservado;2;3;105;Chico Reservado;CHAPINERO: Chicó Lago + El Refugio;790000000
Apartamento;Apartamento en venta en Bella Suiza;3;4;179;Bella Suiza;USAQUÉN: Country Club + Santa Bárbara;1200000000
Apartamento;Apartamento en venta en Usme;4;4;205;Usme;USME: Alfonso López + Ciudad Usme;2150000000
Apartamento;Apartamento en venta en Los Rosales;2;3;149;Los Rosales;CHAPINERO: Chicó Lago + El Refugio;950000000
Apartamento;Apartamento en venta en Chico Navarra;2;2;63;Chico Navarra;USAQUÉN: Country Club + Santa Bárbara;360000000
Apartamento;Apartamento en venta en Los Rosales;2;2;84;Los Rosales;CHAPINERO: Chicó Lago + El Refugio;550000000
Casa;Casa en venta en Kennedy;8;5;288;Kennedy;Kennedy Central;560000000
Apartamento;Apartamento en venta en Santa Fe;2;2;64;Santa Fe;SANTA FE: Las Nieves + Sagrado Corazón;620000000
Apartamento;Apartamento en venta en Pontevedra ;3;3;110;Pontevedra ;La Floresta;540000000
Apartamento;Apartamento en venta en Santa Barbara;3;3;115;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;550000000
Casa;Casa en venta en Normandia;4;4;325;Normandia;ENGATIVÁ: Santa Cecilia + Jardín  Botánico;800000000
Casa;Casa en venta en Teusaquillo;8;5;435;Teusaquillo;Teusaquillo;950000000
Apartamento;Apartamento en venta en Chapinero Alto;3;3;100;Chapinero Alto;CHAPINERO: Pardo Rubio + Chapinero;525000000
Apartamento;Apartamento en venta en Chapinero Alto;3;2;131;Chapinero Alto;CHAPINERO: Pardo Rubio + Chapinero;846000000
Apartamento;Apartamento en venta en El Virrey;1;2;64;El Virrey;Comuneros;635000000
Apartamento;Apartamento en venta en Colina Campestre;3;2;85;Colina Campestre;Niza;345000000
Apartamento;Apartamento en venta en Chico Reservado;3;3;140;Chico Reservado;CHAPINERO: Chicó Lago + El Refugio;880000000
Apartamento;Apartamento en venta en La Salle;3;3;136;La Salle;CHAPINERO: Pardo Rubio + Chapinero;960000000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;80;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;460000000
Casa;Casa en venta en Ciudad Salitre;4;5;316;Ciudad Salitre;Ciudad Salitre Oriental;2400000000
Apartamento;Apartamento en venta en Usaquén;3;4;324;Usaquén;Usaquén;4238000000
Apartamento;Apartamento en venta en Zona Noroccidental;3;3;80;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;380000000
Apartamento;Apartamento en venta en Pinar De Suba;3;2;77;Pinar De Suba;Suba;278000000
Apartamento;Apartamento en venta en Santa Barbara;3;3;165;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;979999000
Apartamento;Apartamento en venta en Chapinero Alto;3;3;125;Chapinero Alto;CHAPINERO: Pardo Rubio + Chapinero;1590000000
Casa;Casa en venta en Estrada;10;5;210;Estrada;Las Ferias;500000000
Apartamento;Apartamento en venta en Los Rosales;3;3;154;Los Rosales;CHAPINERO: Chicó Lago + El Refugio;850000000
Apartamento;Apartamento en venta en Usaquén;4;4;156;Usaquén;Usaquén;960000000
Apartamento;Apartamento en venta en Ciudad Bolívar;3;2;56;Ciudad Bolívar;CIUDAD BOLÍVAR: Monteblanco + El Tesoro + El Mochuelo;162000000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;87;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;400000000
Apartamento;Apartamento en venta en Cedritos;3;4;123;Cedritos;Usaquén;740000000
Apartamento;Apartamento en venta en Usaquén;3;4;270;Usaquén;Usaquén;2250000000
Apartamento;Apartamento en venta en Los Rosales;2;3;116;Los Rosales;CHAPINERO: Chicó Lago + El Refugio;800000000
Apartamento;Apartamento en venta en Kennedy;3;1;50;Kennedy;Kennedy Central;155000000
Apartamento;Apartamento en venta en Bella Suiza;2;2;95;Bella Suiza;USAQUÉN: Country Club + Santa Bárbara;580000000
Apartamento;Apartamento en venta en El Retiro;3;4;270;El Retiro;CHAPINERO: Chicó Lago + El Refugio;2500000000
Apartamento;Apartamento en venta en Parque Central Bavaria;1;2;45;Parque Central Bavaria;SANTA FE: Las Nieves + Sagrado Corazón;357000000
Apartamento;Apartamento en venta en Usaquén;2;3;120;Usaquén;Usaquén;599000000
Casa;Casa en venta en Kennedy;3;8;417;Kennedy;Kennedy Central;1950000000
Apartamento;Apartamento en venta en Usaquén;2;2;101;Usaquén;Usaquén;880000000
Apartamento;Apartamento en venta en Ciudad Bolívar;3;2;87;Ciudad Bolívar;CIUDAD BOLÍVAR: Monteblanco + El Tesoro + El Mochuelo;470000000
Apartamento;Apartamento en venta en Kennedy;2;1;42;Kennedy;Kennedy Central;147000000
Apartamento;Apartamento en venta en Usaquén;1;1;38;Usaquén;Usaquén;215000000
Edificio;Edificio en venta en Santa Fe;4;5;423;Santa Fe;SANTA FE: Las Nieves + Sagrado Corazón;1700000000
Apartamento;Apartamento en venta en Usaquén;1;1;37;Usaquén;Usaquén;205000000
Casa;Casa en venta en Kennedy;4;2;163;Kennedy;Kennedy Central;200000000
Casa;Casa en venta en Chapinero;1;1;511;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;3200000000
Apartamento;Apartamento en venta en Zona Noroccidental;3;4;119;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;840000000
Apartamento;Apartamento en venta en Las Villas;3;2;97;Las Villas;Niza;567240000
Apartamento;Apartamento en venta en Chapinero Alto;2;2;97;Chapinero Alto;CHAPINERO: Pardo Rubio + Chapinero;570000000
Apartamento;Apartamento en venta en Bella Suiza;3;4;130;Bella Suiza;USAQUÉN: Country Club + Santa Bárbara;830000000
Casa;Casa en venta en Las Villas;6;4;291;Las Villas;Niza;1250000000
Apartamento;Apartamento en venta en El Chicó;3;2;112;El Chicó;CHAPINERO: Chicó Lago + El Refugio;520000000
Apartamento;Apartamento en venta en El Chicó;4;4;110;El Chicó;CHAPINERO: Chicó Lago + El Refugio;890000000
Apartamento;Apartamento en venta en Cedritos;3;2;78;Cedritos;Usaquén;315000000
Apartamento;Apartamento en venta en Bella Suiza;3;2;132;Bella Suiza;USAQUÉN: Country Club + Santa Bárbara;900000000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;72;Barrios Unidos;Los Andes;335000000
Apartamento;Apartamento en venta en Usaquén;4;6;253;Usaquén;Usaquén;1350000000
Casa;Casa en venta en Zona Noroccidental;4;5;481;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;2800000000
Apartamento;Apartamento en venta en Bella Suiza;1;2;56;Bella Suiza;USAQUÉN: Country Club + Santa Bárbara;360000000
Apartamento;Apartamento en venta en Villa Alsacia;3;2;86;Villa Alsacia;KENNEDY: Castilla + Bavaria;450000000
Apartamento;Apartamento en venta en Zona Noroccidental;3;4;180;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;920000000
Casa;Casa en venta en Santa Fe;3;4;117;Santa Fe;SANTA FE: Las Nieves + Sagrado Corazón;610000000
Apartamento;Apartamento en venta en Santa Barbara;3;3;244;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;950000000
Apartamento;Apartamento en venta en Chico Norte;3;3;155;Chico Norte;CHAPINERO: Chicó Lago + El Refugio;850000000
Casa;Casa en venta en Engativa;4;4;250;Engativa;Engativá;870000000
Casa;Casa en venta en Kennedy;4;2;72;Kennedy;Kennedy Central;280000000
Casa;Casa en venta en Engativa;4;1;90;Engativa;Engativá;700000000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;61;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;335000000
Apartamento;Apartamento en venta en Chico Reservado;2;2;105;Chico Reservado;CHAPINERO: Chicó Lago + El Refugio;550000000
Apartamento;Apartamento en venta en Bella Suiza;3;2;95;Bella Suiza;USAQUÉN: Country Club + Santa Bárbara;450000000
Apartamento;Apartamento en venta en Usaquén;3;3;140;Usaquén;Usaquén;960000000
Apartamento;Apartamento en venta en Los Rosales;4;6;476;Los Rosales;CHAPINERO: Chicó Lago + El Refugio;1700000000
Apartamento;Apartamento en venta en El Chicó;1;1;57;El Chicó;CHAPINERO: Chicó Lago + El Refugio;345000000
Apartamento;Apartamento en venta en Cedritos;3;2;104;Cedritos;Usaquén;485000000
Apartamento;Apartamento en venta en Chapinero Alto;1;2;72;Chapinero Alto;CHAPINERO: Pardo Rubio + Chapinero;520000000
Apartamento;Apartamento en venta en Hayuelos;3;2;70;Hayuelos;Modelia;330000000
Casa;Casa en venta en Engativa;4;3;170;Engativa;Engativá;750000000
Apartamento;Apartamento en venta en Chico Norte;3;3;110;Chico Norte;CHAPINERO: Chicó Lago + El Refugio;650000000
Apartamento;Apartamento en venta en Chico Norte;1;1;65;Chico Norte;CHAPINERO: Chicó Lago + El Refugio;585000000
Casa;Casa en venta en Barrios Unidos;4;2;226;Barrios Unidos;Los Andes;750000000
Apartamento;Apartamento en venta en Fontibón;1;2;50;Fontibón;Fontibón;380000000
Apartamento;Apartamento en venta en Chapinero;3;4;254;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;4000000000
Apartamento;Apartamento en venta en Engativa;3;1;90;Engativa;Engativá;190000000
Apartamento;Apartamento en venta en Chapinero Alto;1;1;62;Chapinero Alto;CHAPINERO: Pardo Rubio + Chapinero;370000000
Apartamento;Apartamento en venta en El Virrey;3;3;124;El Virrey;Comuneros;1600000000
Apartamento;Apartamento en venta en Bella Suiza;2;2;63;Bella Suiza;USAQUÉN: Country Club + Santa Bárbara;285000000
Apartamento;Apartamento en venta en El Virrey;3;3;127;El Virrey;Comuneros;1240000000
Casa;Casa en venta en Usaquén;4;3;237;Usaquén;Usaquén;975000000
Apartamento;Apartamento en venta en Chapinero;1;1;42;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;410000000
Casa;Casa en venta en Kennedy;5;4;213;Kennedy;Kennedy Central;670000000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;70;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;230000000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;77;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;345000000
Apartamento;Apartamento en venta en Usaquén;3;2;73;Usaquén;Usaquén;450000000
Apartamento;Apartamento en venta en Chapinero Alto;2;3;117;Chapinero Alto;CHAPINERO: Pardo Rubio + Chapinero;960000000
Oficina/Consultorio;Oficina/Consultorio en venta en Chico Norte;1;1;872;Chico Norte;CHAPINERO: Chicó Lago + El Refugio;6720791000
Casa;Casa en venta en Mirandela ;3;3;77;Mirandela ;SUBA: La Academia + Guaymaral + San José de Bavaria;370000000
Oficina/Consultorio;Oficina/Consultorio en venta en Usaquén;1;1;455;Usaquén;Usaquén;3143226000
Apartamento;Apartamento en venta en Los Rosales;3;4;299;Los Rosales;CHAPINERO: Chicó Lago + El Refugio;1833000000
Apartamento;Apartamento en venta en Usaquén;3;4;225;Usaquén;Usaquén;1150000000
Apartamento;Apartamento en venta en Chapinero Alto;1;2;60;Chapinero Alto;CHAPINERO: Pardo Rubio + Chapinero;399000000
Apartamento;Apartamento en venta en Usaquén;3;3;220;Usaquén;Usaquén;1750000000
Apartamento;Apartamento en venta en Mazuren;3;2;76;Mazuren;El Prado;340000000
Apartamento;Apartamento en venta en El Retiro;3;3;198;El Retiro;CHAPINERO: Chicó Lago + El Refugio;1000000000
Apartamento;Apartamento en venta en Chapinero Alto;2;2;53;Chapinero Alto;CHAPINERO: Pardo Rubio + Chapinero;330000000
Apartamento;Apartamento en venta en Usaquén;2;2;90;Usaquén;Usaquén;630000000
Casa;Casa en venta en Ciudad Salitre;5;4;167;Ciudad Salitre;Ciudad Salitre Oriental;850000000
Apartamento;Apartamento en venta en Usaquén;3;4;190;Usaquén;Usaquén;850000000
Lote;Lote en venta en Ricaurte;2;2;168;Ricaurte;La Sabana;950000000
Apartamento;Apartamento en venta en Chico Reservado;3;5;293;Chico Reservado;CHAPINERO: Chicó Lago + El Refugio;3950000000
Apartamento;Apartamento en venta en Zona Noroccidental;3;3;137;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;750000000
Apartamento;Apartamento en venta en Nueva Castilla;2;1;40;Nueva Castilla;KENNEDY: Castilla + Bavaria;130000000
Apartamento;Apartamento en venta en Usaquén;4;5;290;Usaquén;Usaquén;2290000000
Apartamento;Apartamento en venta en Cedritos;4;3;137;Cedritos;Usaquén;760000000
Apartamento;Apartamento en venta en Chico Norte;3;2;102;Chico Norte;CHAPINERO: Chicó Lago + El Refugio;800000000
Apartamento;Apartamento en venta en Pasadena ;2;2;84;Pasadena ;;530000000
Apartamento;Apartamento en venta en Suba;3;1;53;Suba;Suba;140000000
Apartamento;Apartamento en venta en Santa Barbara;1;1;59;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;380000000
Apartamento;Apartamento en venta en Cedritos;1;2;51;Cedritos;Usaquén;340000000
Apartamento;Apartamento en venta en Barrios Unidos;2;1;57;Barrios Unidos;Los Andes;285000000
Apartamento;Apartamento en venta en Chico Norte;3;3;171;Chico Norte;CHAPINERO: Chicó Lago + El Refugio;2750000000
Apartamento;Apartamento en venta en Santa Barbara;3;3;157;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;930000000
Apartamento;Apartamento en venta en Chico Norte;2;3;114;Chico Norte;CHAPINERO: Chicó Lago + El Refugio;820000000
Apartamento;Apartamento en venta en Alhambra;2;2;113;Alhambra;La Alhambra;480000000
Casa;Casa en venta en Usaquén;6;5;256;Usaquén;Usaquén;750000000
Apartamento;Apartamento en venta en Bella Suiza;2;2;78;Bella Suiza;USAQUÉN: Country Club + Santa Bárbara;400000000
Apartamento;Apartamento en venta en Pasadena ;3;4;105;Pasadena ;;350000000
Apartamento;Apartamento en venta en Ciudad Bolívar;3;3;115;Ciudad Bolívar;CIUDAD BOLÍVAR: Monteblanco + El Tesoro + El Mochuelo;1160000000
Apartamento;Apartamento en venta en Usaquén;4;4;205;Usaquén;Usaquén;1500000000
Apartamento;Apartamento en venta en Cedritos;2;2;90;Cedritos;Usaquén;460000000
Apartamento;Apartamento en venta en Chico Reservado;2;2;123;Chico Reservado;CHAPINERO: Chicó Lago + El Refugio;420000000
Apartamento;Apartamento en venta en Castilla;3;2;70;Castilla;KENNEDY: Castilla + Bavaria;220000000
Casa;Casa en venta en Kennedy;3;3;86;Kennedy;Kennedy Central;285000000
Apartamento;Apartamento en venta en Suba;3;2;80;Suba;Suba;315000000
Apartamento;Apartamento en venta en Barrios Unidos;2;2;83;Barrios Unidos;Los Andes;560000000
